"date_time","ip","port","command","mime_type","file_size","reply_code","reply_msg"
"2020-10-09T09:29:42","17.63.199.54","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T09:41:12","167.107.132.164","1100","STOR","-","-","550","/dept/env/lib/.ftpdBUL2Da: Operation not permitted"
"2020-10-09T09:46:06","203.243.37.100","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/static/.ftpdBUL2Da: Operation not permitted"
"2020-10-09T10:27:38","138.61.14.205","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/frontend/templates/.ftpduBnga4: Operation not permitted"
"2020-10-09T11:21:22","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T11:38:16","68.92.208.49","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/amqplib/client_0_8/.ftpd3caYxQ: Operation not permitted"
"2020-10-09T12:13:58","244.149.90.13","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T13:00:47","159.133.249.32","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/.ftpdA4LXaq: Operation not permitted"
"2020-10-09T13:11:50","17.63.199.54","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T13:42:37","105.206.94.23","4295","STOR","-","-","550","/dept/env/bin/.ftpdA4LXaq: Operation not permitted"
"2020-10-09T14:12:51","132.204.220.129","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T14:40:12","113.158.238.51","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T15:00:24","7.127.236.59","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T16:21:46","147.126.156.230","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpde854Us: Operation not permitted"
"2020-10-09T16:24:00","98.22.40.49","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/functional/.ftpdA4LXaq: Operation not permitted"
"2020-10-09T16:29:05","86.82.198.124","4976","DELE","-","-","550","/.cache/.ftpd3caYxQ: Operation not permitted"
"2020-10-09T16:36:02","110.218.211.136","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T17:31:04","110.218.211.136","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/admin/static/.ftpde854Us: Operation not permitted"
"2020-10-09T17:32:57","138.61.14.205","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/dateutil/.ftpdBUL2Da: Operation not permitted"
"2020-10-09T18:21:03","97.196.157.225","4379","DELE","-","-","550","/dept/qdept/static/css/blueprint/plugins/link-icons/icons/.ftpduBnga4: Operation not permitted"
"2020-10-09T18:38:13","242.23.142.120","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/templates/.ftpdxCfA4y: Operation not permitted"
"2020-10-09T18:47:33","147.126.156.230","3885","STOR","-","-","550","/dept/qdept/static/css/blueprint/src/.ftpdNzu8bx: Operation not permitted"
"2020-10-09T19:11:01","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T19:27:51","18.127.107.6","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/bin/.ftpdA4LXaq: Operation not permitted"
"2020-10-09T20:36:44","159.133.249.32","3966","STOR","-","-","550","/.ftpdxCfA4y: Operation not permitted"
"2020-10-09T21:39:37","190.220.63.217","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/db/.ftpduBnga4: Operation not permitted"
"2020-10-09T22:05:55","159.133.249.32","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-09T22:16:33","203.243.37.100","38140","PORT","-","-","230","Logged on"
"2020-10-09T22:22:34","110.218.211.136","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/maxdb/.ftpde854Us: Operation not permitted"
"2020-10-09T22:24:34","86.82.198.124","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T00:16:03","7.127.236.59","4379","STOR","-","-","550","/dept/env/lib/python2.7/distutils/.ftpduBnga4: Operation not permitted"
"2020-10-10T00:33:46","147.126.156.230","47254","PORT","-","-","230","Logged on"
"2020-10-10T00:36:56","110.218.211.136","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T00:37:29","147.126.156.230","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/.ftpdA4LXaq: Operation not permitted"
"2020-10-10T00:55:18","254.142.70.37","39226","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T01:34:08","18.127.107.6","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T02:02:43","28.83.202.129","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T02:06:35","68.92.208.49","41550","PORT","-","-","200","PORT command successful"
"2020-10-10T02:27:04","98.177.12.123","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/dateutil/.ftpdBUL2Da: Operation not permitted"
"2020-10-10T02:34:20","156.147.173.87","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/engine/.ftpduBnga4: Operation not permitted"
"2020-10-10T02:37:27","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T03:19:43","68.92.208.49","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T03:43:50","81.94.180.51","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T04:21:14","203.243.37.100","47151","PORT","-","-","530","Please log in with USER and PASS first."
"2020-10-10T04:23:03","159.133.249.32","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/security/.ftpdxCfA4y: Operation not permitted"
"2020-10-10T04:44:14","156.147.173.87","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T04:51:12","18.127.107.6","4970","DELE","-","-","550","/.ftpde854Us: Operation not permitted"
"2020-10-10T05:28:17","7.127.236.59","3885","PASV","text/plain","-","227","Entering Passive Mode"
"2020-10-10T05:34:03","26.20.3.26","4976","DELE","-","-","550","/dept/qdept/.ftpd3caYxQ: Operation not permitted"
"2020-10-10T05:45:11","18.127.107.6","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T06:13:48","7.127.236.59","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/.ftpdBUL2Da: Operation not permitted"
"2020-10-10T07:01:31","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T07:16:22","226.164.121.85","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T07:28:15","156.147.173.87","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T07:36:48","18.127.107.6","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/jinja2/testsuite/res/templates/.ftpdNzu8bx: Operation not permitted"
"2020-10-10T07:46:21","190.220.63.217","39226","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T07:56:18","10.138.129.55","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T08:08:47","17.63.199.54","4299","APPE","-","-","-","-"
"2020-10-10T08:15:42","111.16.226.93","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/django/management/.ftpd3caYxQ: Operation not permitted"
"2020-10-10T08:21:41","222.17.93.246","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/jinja2/testsuite/res/templates/.ftpdxCfA4y: Operation not permitted"
"2020-10-10T08:45:03","68.92.208.49","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/amqplib/.ftpdBUL2Da: Operation not permitted"
"2020-10-10T08:53:32","87.250.147.155","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/dateutil/zoneinfo/.ftpdNzu8bx: Operation not permitted"
"2020-10-10T09:09:36","110.218.211.136","39226","RETR","text/plain","2714","226","Transfer complete"
"2020-10-10T09:32:30","248.124.131.190","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/virtual/.ftpdxCfA4y: Operation not permitted"
"2020-10-10T09:51:54","222.17.93.246","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T11:30:23","68.92.208.49","1150","PORT","-","-","200","PORT command successful."
"2020-10-10T11:54:39","68.92.208.49","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T12:03:00","105.206.94.23","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/frontend/.ftpdA4LXaq: Operation not permitted"
"2020-10-10T13:02:36","97.196.157.225","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T13:28:18","203.243.37.100","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T14:10:20","17.63.199.54","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T14:41:00","17.63.199.54","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/debug/shared/.ftpdxCfA4y: Operation not permitted"
"2020-10-10T14:48:27","98.177.12.123","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/testsuite/res/.ftpduBnga4: Operation not permitted"
"2020-10-10T15:37:53","222.17.93.246","56841","PORT","-","-","200","PORT command successful"
"2020-10-10T16:28:36","7.127.236.59","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T16:30:53","244.149.90.13","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T16:38:49","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T16:43:38","203.243.37.100","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/subdomaintestmodule/static/.ftpd3caYxQ: Operation not permitted"
"2020-10-10T17:26:14","64.124.18.109","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/.ftpd3caYxQ: Operation not permitted"
"2020-10-10T17:33:22","190.220.63.217","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T17:34:14","190.220.63.217","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/connectors/.ftpd3caYxQ: Operation not permitted"
"2020-10-10T17:41:15","110.218.211.136","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/admin/.ftpdxCfA4y: Operation not permitted"
"2020-10-10T17:58:58","86.172.160.151","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/admin/.ftpd3caYxQ: Operation not permitted"
"2020-10-10T18:38:37","86.172.160.151","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_backends/.ftpdBUL2Da: Operation not permitted"
"2020-10-10T18:45:09","7.127.236.59","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T19:10:01","140.143.94.151","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T20:17:40","203.243.37.100","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T20:17:46","26.20.3.26","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T20:20:48","222.17.93.246","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/django/management/.ftpde854Us: Operation not permitted"
"2020-10-10T20:59:44","49.23.226.253","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T21:12:57","18.127.107.6","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T22:19:36","190.220.63.217","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T22:20:45","110.218.211.136","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/db/.ftpdNzu8bx: Operation not permitted"
"2020-10-10T22:46:04","110.218.211.136","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-10T23:38:51","190.220.63.217","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/frontend/templates/.ftpd3caYxQ: Operation not permitted"
"2020-10-11T00:00:05","190.220.63.217","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T01:05:54","17.63.199.54","4295","DELE","-","-","550","/dept/www/html/.ftpdA4LXaq: Operation not permitted"
"2020-10-11T01:10:17","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T01:21:06","64.124.18.109","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T01:21:48","185.204.41.204","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T02:27:21","18.127.107.6","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/ext/.ftpdA4LXaq: Operation not permitted"
"2020-10-11T04:28:51","105.206.94.23","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T05:16:33","222.17.93.246","4970","STOR","-","-","550","/dept/www/.ftpde854Us: Operation not permitted"
"2020-10-11T05:24:11","222.17.93.246","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T05:56:42","113.158.238.51","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/drizzle/.ftpdA4LXaq: Operation not permitted"
"2020-10-11T06:26:52","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T07:51:10","110.218.211.136","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/admin/templates/.ftpdA4LXaq: Operation not permitted"
"2020-10-11T08:58:27","110.218.211.136","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/pip/.ftpdNzu8bx: Operation not permitted"
"2020-10-11T09:51:08","110.218.211.136","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/ext/.ftpde854Us: Operation not permitted"
"2020-10-11T10:16:16","147.126.156.230","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T12:29:41","49.23.226.253","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/events/.ftpde854Us: Operation not permitted"
"2020-10-11T12:36:01","110.218.211.136","4970","STOR","-","-","550","/dept/qdept/static/css/blueprint/src/.ftpde854Us: Operation not permitted"
"2020-10-11T13:39:01","18.127.107.6","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/kombu-2.1.1-py2.7.egg-info/.ftpdxCfA4y: Operation not permitted"
"2020-10-11T13:48:52","111.16.226.93","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/worker/.ftpduBnga4: Operation not permitted"
"2020-10-11T14:37:39","203.243.37.100","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/jinja2/testsuite/res/templates/foo/.ftpduBnga4: Operation not permitted"
"2020-10-11T14:38:19","147.126.156.230","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/admin/static/.ftpde854Us: Operation not permitted"
"2020-10-11T15:16:34","234.99.86.44","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_security/.ftpdxCfA4y: Operation not permitted"
"2020-10-11T15:16:49","248.124.131.190","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T16:21:10","141.245.0.12","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T16:31:53","50.34.173.40","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T16:41:05","97.196.157.225","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T17:30:22","111.16.226.93","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T18:06:21","86.82.198.124","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T18:53:57","138.61.14.205","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T18:54:11","26.20.3.26","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T19:09:24","234.99.86.44","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/task/.ftpde854Us: Operation not permitted"
"2020-10-11T19:49:16","18.127.107.6","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/frontend/templates/.ftpde854Us: Operation not permitted"
"2020-10-11T19:49:30","113.158.238.51","3966","STOR","-","-","550","/dept/env/lib/python2.7/distutils/.ftpdxCfA4y: Operation not permitted"
"2020-10-11T19:56:05","255.96.152.192","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/admin/.ftpd3caYxQ: Operation not permitted"
"2020-10-11T20:04:09","64.124.18.109","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T20:15:17","203.243.37.100","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T20:24:00","18.127.107.6","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/connectors/.ftpde854Us: Operation not permitted"
"2020-10-11T21:57:34","167.107.132.164","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T22:24:56","147.126.156.230","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-11T22:28:12","244.149.90.13","4976","DELE","-","-","550","/.ssh/.ftpd3caYxQ: Operation not permitted"
"2020-10-11T22:50:41","147.126.156.230","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/oracle/.ftpdA4LXaq: Operation not permitted"
"2020-10-11T23:12:47","113.158.238.51","3885","DELE","-","-","550","/dept/env/bin/.ftpdNzu8bx: Operation not permitted"
"2020-10-11T23:19:46","17.63.199.54","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/sqlite/.ftpdxCfA4y: Operation not permitted"
"2020-10-12T00:18:24","105.206.94.23","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/concurrency/.ftpde854Us: Operation not permitted"
"2020-10-12T01:13:02","140.143.94.151","39226","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T01:35:39","18.127.107.6","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T01:54:23","80.144.65.20","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T02:14:58","203.243.37.100","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/sql/.ftpdBUL2Da: Operation not permitted"
"2020-10-12T03:21:44","110.218.211.136","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/subdomaintestmodule/.ftpdNzu8bx: Operation not permitted"
"2020-10-12T03:43:33","7.127.236.59","57704","PORT","-","-","230","Logged on"
"2020-10-12T03:55:26","110.218.211.136","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/config_package_app/.ftpdxCfA4y: Operation not permitted"
"2020-10-12T04:31:45","132.204.220.129","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/Flask_WTF-0.5.4-py2.7.egg-info/.ftpdA4LXaq: Operation not permitted"
"2020-10-12T05:11:56","80.144.65.20","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/testsuite/res/.ftpd3caYxQ: Operation not permitted"
"2020-10-12T05:38:54","17.63.199.54","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T06:18:20","147.126.156.230","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flaskext/wtf/recaptcha/.ftpdNzu8bx: Operation not permitted"
"2020-10-12T06:27:14","17.63.199.54","39226","RETR","binary","3612","226","Transfer complete"
"2020-10-12T06:29:31","68.92.208.49","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T06:47:38","68.92.208.49","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_task/.ftpduBnga4: Operation not permitted"
"2020-10-12T06:49:14","10.138.129.55","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T06:57:30","190.220.63.217","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T07:25:43","248.124.131.190","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T07:33:59","190.220.63.217","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpd3caYxQ: Operation not permitted"
"2020-10-12T08:04:24","17.63.199.54","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/.ftpdNzu8bx: Operation not permitted"
"2020-10-12T08:06:24","222.17.93.246","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/WTForms-1.0.1-py2.7.egg-info/.ftpdA4LXaq: Operation not permitted"
"2020-10-12T08:09:59","7.127.236.59","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T08:59:10","248.124.131.190","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/oracle/.ftpdxCfA4y: Operation not permitted"
"2020-10-12T09:50:38","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T10:13:24","86.82.198.124","1100","STOR","-","-","550","/dept/qdept/static/css/blueprint/plugins/buttons/.ftpdBUL2Da: Operation not permitted"
"2020-10-12T10:41:10","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T11:32:09","18.127.107.6","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/.ftpde854Us: Operation not permitted"
"2020-10-12T12:39:15","226.164.121.85","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T13:26:53","68.92.208.49","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T13:52:58","244.149.90.13","4970","PASV","text/plain","-","227","Entering Passive Mode"
"2020-10-12T15:20:56","50.34.173.40","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T15:36:41","68.92.208.49","39226","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T15:44:47","190.220.63.217","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T15:56:05","86.82.198.124","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/templates/nested/.ftpdBUL2Da: Operation not permitted"
"2020-10-12T16:07:58","190.220.63.217","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T16:14:02","141.245.0.12","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/admin/static/.ftpdNzu8bx: Operation not permitted"
"2020-10-12T16:30:36","167.107.132.164","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/frontend/templates/frontend/.ftpd3caYxQ: Operation not permitted"
"2020-10-12T16:55:37","17.63.199.54","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpdxCfA4y: Operation not permitted"
"2020-10-12T17:23:29","37.91.136.95","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/testsuite/contrib/.ftpdA4LXaq: Operation not permitted"
"2020-10-12T17:27:36","140.143.94.151","3885","PASV","text/plain","-","227","Entering Passive Mode"
"2020-10-12T17:46:51","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T18:28:33","222.17.93.246","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/.ftpdNzu8bx: Operation not permitted"
"2020-10-12T18:56:25","17.63.199.54","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T20:56:20","50.34.173.40","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T21:24:49","244.149.90.13","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/backends/.ftpduBnga4: Operation not permitted"
"2020-10-12T21:26:00","10.138.129.55","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/.ftpdxCfA4y: Operation not permitted"
"2020-10-12T22:00:12","141.245.0.12","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/sqlalchemy/.ftpdxCfA4y: Operation not permitted"
"2020-10-12T22:00:31","86.82.198.124","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T22:23:05","248.124.131.190","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T22:32:34","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-12T22:33:32","203.243.37.100","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T00:08:02","255.96.152.192","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T00:19:38","111.16.226.93","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T00:28:41","17.63.199.54","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/gunicorn/management/commands/.ftpdNzu8bx: Operation not permitted"
"2020-10-13T01:38:13","244.149.90.13","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T01:47:34","190.220.63.217","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/contrib/.ftpduBnga4: Operation not permitted"
"2020-10-13T01:58:53","86.82.198.124","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T02:07:01","190.220.63.217","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T03:24:34","167.107.132.164","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_app/.ftpduBnga4: Operation not permitted"
"2020-10-13T03:29:01","81.94.180.51","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T03:31:05","167.107.132.164","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T03:34:48","87.250.147.155","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T05:05:50","10.138.129.55","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/templates/.ftpde854Us: Operation not permitted"
"2020-10-13T05:08:54","147.126.156.230","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T05:12:43","64.124.18.109","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T05:29:14","132.204.220.129","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/sqlite/.ftpde854Us: Operation not permitted"
"2020-10-13T05:51:13","68.92.208.49","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T06:22:22","111.16.226.93","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T06:38:08","86.82.198.124","55780","RETR","binary","127","226","Transfer complete"
"2020-10-13T06:42:07","68.92.208.49","4379","STOR","-","-","550","/dept/env/.ftpduBnga4: Operation not permitted"
"2020-10-13T09:39:10","18.127.107.6","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T09:58:42","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T10:02:39","167.107.132.164","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T10:33:05","17.63.199.54","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/.ftpde854Us: Operation not permitted"
"2020-10-13T10:43:51","147.126.156.230","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T11:19:23","49.23.226.253","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T11:28:33","111.16.226.93","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T11:48:10","86.82.198.124","4970","PASV","text/plain","-","227","Entering Passive Mode"
"2020-10-13T12:36:49","156.147.173.87","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T12:57:26","190.220.63.217","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-13T13:25:47","110.218.211.136","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/admin/.ftpdA4LXaq: Operation not permitted"
